Time (ms), Time (us), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
26182, 26182899, -8.16, 101423.0, 34.08, 0
27455, 27455953, -8.24, 101424.0, 34.11, 0
29037, 29037949, -8.07, 101422.0, 34.14, 0
30233, 30233901, -8.16, 101423.0, 34.16, 0
31433, 31433953, -8.16, 101423.0, 34.18, 0
32791, 32791898, -8.16, 101423.0, 34.21, 0
36476, 36476883, -8.24, 101424.0, 34.28, 0
38859, 38859905, -8.07, 101422.0, 34.33, 0
43843, 43843903, -7.66, 101417.0, 34.43, 0
47045, 47045954, -8.32, 101425.0, 34.49, 0
48074, 48074960, -8.07, 101422.0, 34.51, 0
51140, 51140952, -8.32, 101425.0, 34.56, 0
52336, 52336897, -8.16, 101423.0, 34.59, 0
54008, 54009000, -8.16, 101423.0, 34.62, 0
54808, 54808900, -8.24, 101424.0, 34.63, 0
58306, 58306896, -8.07, 101422.0, 34.7, 0
59261, 59261890, -8.07, 101422.0, 34.72, 0
60776, 60776901, -8.16, 101423.0, 34.75, 0
62122, 62122959, -8.32, 101425.0, 34.78, 0
62833, 62833897, -8.16, 101423.0, 34.79, 0
63627, 63627974, -8.32, 101425.0, 34.81, 0
67151, 67151954, -8.24, 101424.0, 34.87, 0
69952, 69952892, -8.16, 101423.0, 34.92, 0
70918, 70918888, -8.24, 101424.0, 34.94, 0
75412, 75412897, -8.16, 101423.0, 35.0, 0
76686, 76686954, -8.32, 101425.0, 35.01, 0
77394, 77394899, -8.16, 101423.0, 35.02, 0
78188, 78188953, -8.24, 101424.0, 35.03, 0
81150, 81150951, -8.24, 101424.0, 35.06, 0
82173, 82173953, -8.07, 101422.0, 35.07, 0
83524, 83524486, -8.07, 101422.0, 35.09, 0
84887, 84887898, -8.07, 101422.0, 35.1, 0
86971, 86971885, -8.32, 101425.0, 35.11, 0
89280, 89280947, -8.16, 101423.0, 35.13, 0
91372, 91372900, -8.24, 101424.0, 35.16, 0
92239, 92239954, -8.16, 101423.0, 35.17, 0
94395, 94395898, -8.32, 101425.0, 35.19, 0
95263, 95263953, -8.24, 101424.0, 35.2, 0
95444, 95444897, -8.41, 101426.0, 35.19, 0
96408, 96408897, -8.24, 101424.0, 35.21, 0
97283, 97283954, -8.16, 101423.0, 35.22, 0
97996, 97996898, -8.41, 101426.0, 35.23, 0
98949, 98949897, -8.16, 101423.0, 35.24, 0
99989, 99989897, -8.32, 101425.0, 35.25, 0
101428, 101428901, -8.16, 101423.0, 35.27, 0
103020, 103020888, -8.32, 101425.0, 35.28, 0
104434, 104434897, -8.24, 101424.0, 35.3, 0
105305, 105305953, -8.32, 101425.0, 35.31, 0
106816, 106816953, -8.16, 101423.0, 35.33, 0
108014, 108014899, -8.24, 101424.0, 35.34, 0
110966, 110966907, -8.24, 101424.0, 35.37, 0
111757, 111757915, -7.99, 101421.0, 35.38, 0
112781, 112781952, -8.16, 101423.0, 35.39, 0
113570, 113570919, -8.41, 101426.0, 35.4, 0
114771, 114771951, -8.24, 101424.0, 35.41, 0
115795, 115795951, -8.24, 101424.0, 35.42, 0
119305, 119305950, -8.32, 101425.0, 35.45, 0
119750, 119750974, -8.16, 101423.0, 35.43, 0
122146, 122146898, -8.07, 101422.0, 35.48, 0
123588, 123588915, -8.07, 101422.0, 35.49, 0
124855, 124855951, -7.99, 101421.0, 35.5, 0
127172, 127172898, -7.99, 101421.0, 35.52, 0
128536, 128536496, -8.24, 101424.0, 35.53, 0
129330, 129330946, -8.16, 101423.0, 35.53, 0
130041, 130041896, -7.99, 101421.0, 35.54, 0
131322, 131322953, -7.99, 101421.0, 35.55, 0
132033, 132033898, -8.16, 101423.0, 35.56, 0
134024, 134024891, -8.24, 101424.0, 35.57, 0
134814, 134814952, -8.07, 101422.0, 35.58, 0
135448, 135448954, -8.24, 101424.0, 35.58, 0
136447, 136447948, -8.16, 101423.0, 35.58, 0
138445, 138445956, -8.16, 101423.0, 35.61, 0
139958, 139958951, -8.16, 101423.0, 35.62, 0
141972, 141972959, -8.16, 101423.0, 35.63, 0
143168, 143168901, -7.99, 101421.0, 35.64, 0
145163, 145163900, -8.24, 101424.0, 35.65, 0
146116, 146116903, -8.32, 101425.0, 35.66, 0
146748, 146748903, -8.16, 101423.0, 35.67, 0
148189, 148189872, -8.16, 101423.0, 35.67, 0
150119, 150119911, -7.99, 101421.0, 35.68, 0
153171, 153171899, -8.16, 101423.0, 35.7, 0
154442, 154442950, -8.07, 101422.0, 35.7, 0
155152, 155152896, -8.07, 101422.0, 35.71, 0
156102, 156102897, -8.24, 101424.0, 35.71, 0
156734, 156734897, -8.07, 101422.0, 35.72, 0
158014, 158014957, -7.91, 101420.0, 35.72, 0
159442, 159442916, -8.24, 101424.0, 35.73, 0
2591, 2591939, -8.41, 101426.0, 31.29, 0
2911, 2911912, -8.24, 101424.0, 31.31, 0
4843, 4843905, -8.32, 101425.0, 31.38, 0
5952, 5952904, -8.49, 101427.0, 31.43, 0
10252, 10252950, -8.74, 101430.0, 31.61, 0
10668, 10668614, -8.49, 101427.0, 31.63, 0
10981, 10981909, -8.65, 101429.0, 31.66, 0
16992, 16992908, -8.74, 101430.0, 31.9, 0
18133, 18133203, -8.74, 101430.0, 31.94, 0
18449, 18449884, -8.74, 101430.0, 31.96, 0
20150, 20150590, -8.82, 101431.0, 32.01, 0
20463, 20463910, -8.65, 101429.0, 32.03, 0
20704, 20704965, -8.9, 101432.0, 32.04, 0
22295, 22295937, -8.74, 101430.0, 32.1, 0
22705, 22705939, -8.9, 101432.0, 32.12, 0
23022, 23022916, -8.65, 101429.0, 32.14, 0
25017, 25017906, -8.82, 101431.0, 32.23, 0
26381, 26381903, -8.82, 101431.0, 32.29, 0
27824, 27824619, -8.65, 101429.0, 32.34, 0
28796, 28796614, -8.82, 101431.0, 32.38, 0
29212, 29212614, -8.82, 101431.0, 32.4, 0
29525, 29525871, -8.82, 101431.0, 32.42, 0
31711, 31711614, -8.82, 101431.0, 32.51, 0
35256, 35256617, -8.9, 101432.0, 32.66, 0
35569, 35569917, -8.99, 101433.0, 32.67, 0
37011, 37011866, -8.74, 101430.0, 32.73, 0
38992, 38992906, -9.07, 101434.0, 32.81, 0
40280, 40280615, -9.07, 101434.0, 32.85, 0
40592, 40592905, -8.9, 101432.0, 32.87, 0
42294, 42294613, -9.07, 101434.0, 32.93, 0
42606, 42606909, -8.99, 101433.0, 32.95, 0
44779, 44779611, -8.74, 101430.0, 33.03, 0
45097, 45097512, -8.74, 101430.0, 33.04, 0
46055, 46055916, -8.99, 101433.0, 33.08, 0
50807, 50807614, -8.99, 101433.0, 33.25, 0
51121, 51121509, -8.82, 101431.0, 33.27, 0
52343, 52343940, -8.74, 101430.0, 33.3, 0
52759, 52759621, -8.82, 101431.0, 33.32, 0
53078, 53078395, -8.82, 101431.0, 33.33, 0
53160, 53160556, -8.82, 101431.0, 33.34, 0
0, 2684354560, 0.0, 0.0, 0.0, 1
55129, 55129512, -8.99, 101433.0, 33.41, 0
56913, 56913933, -8.82, 101431.0, 33.45, 0
57329, 57329613, -8.82, 101431.0, 33.47, 0
57645, 57645870, -8.9, 101432.0, 33.49, 0
59425, 59425614, -8.82, 101431.0, 33.54, 0
59837, 59837942, -8.9, 101432.0, 33.55, 0
60154, 60154528, -8.74, 101430.0, 33.57, 0
61929, 61929613, -8.82, 101431.0, 33.62, 0
62349, 62349612, -8.9, 101432.0, 33.63, 0
62661, 62661911, -8.74, 101430.0, 33.65, 0
64189, 64189920, -9.07, 101434.0, 33.7, 0
66042, 66042905, -8.82, 101431.0, 33.75, 0
66925, 66925941, -8.99, 101433.0, 33.76, 0
67897, 67897903, -8.82, 101431.0, 33.78, 0
68208, 68208919, -8.99, 101433.0, 33.8, 0
69251, 69251091, -8.9, 101432.0, 33.83, 0
71555, 71555870, -8.9, 101432.0, 33.89, 0
72441, 72441935, -8.82, 101431.0, 33.9, 0
72859, 72859613, -8.9, 101432.0, 33.91, 0
73836, 73836622, -8.74, 101430.0, 33.94, 0
74417, 74417612, -9.07, 101434.0, 33.95, 0
74735, 74735904, -8.82, 101431.0, 33.97, 0
77400, 77400615, -8.9, 101432.0, 34.03, 0
77717, 77717910, -8.74, 101430.0, 34.05, 0
78933, 78933614, -8.99, 101433.0, 34.07, 0
79905, 79905612, -8.9, 101432.0, 34.1, 0
80218, 80218924, -9.07, 101434.0, 34.11, 0
81916, 81916613, -8.99, 101433.0, 34.15, 0
82236, 82236917, -8.9, 101432.0, 34.16, 0
83376, 83376620, -8.82, 101431.0, 34.18, 0
83696, 83696903, -8.9, 101432.0, 34.2, 0
84908, 84908939, -8.82, 101431.0, 34.22, 0
88475, 88475617, -8.9, 101432.0, 34.31, 0
88893, 88893624, -8.74, 101430.0, 34.31, 0
89208, 89208923, -8.74, 101430.0, 34.33, 0
90021, 90021614, -8.74, 101430.0, 34.34, 0
90439, 90439614, -8.9, 101432.0, 34.35, 0
93983, 93983616, -8.65, 101429.0, 34.44, 0
94296, 94296899, -8.9, 101432.0, 34.45, 0
95737, 95737916, -8.9, 101432.0, 34.49, 0
96168, 96168153, -8.99, 101433.0, 34.48, 0
97466, 97466614, -8.9, 101432.0, 34.51, 0
98043, 98043613, -8.65, 101429.0, 34.52, 0
98460, 98460613, -8.74, 101430.0, 34.53, 0
98774, 98774900, -8.65, 101429.0, 34.55, 0
101037, 101037612, -8.65, 101429.0, 34.58, 0
101453, 101453614, -8.9, 101432.0, 34.59, 0
101769, 101769899, -8.65, 101429.0, 34.61, 0
102080, 102080699, -8.74, 101430.0, 34.54, 0
102494, 102494613, -8.57, 101428.0, 34.59, 0
102811, 102811905, -8.82, 101431.0, 34.62, 0
106821, 106821869, -8.74, 101430.0, 34.71, 0
2413, 2413995, -8.57, 101428.0, 32.8, 0
3126, 3126928, -8.49, 101427.0, 32.82, 0
4076, 4076913, -8.32, 101425.0, 32.84, 0
4869, 4869010, -8.41, 101426.0, 32.85, 0
5897, 5897011, -8.49, 101427.0, 32.88, 0
7732, 7732927, -8.65, 101429.0, 32.93, 0
9248, 9248922, -8.57, 101428.0, 32.98, 0
10772, 10772938, -8.57, 101428.0, 33.01, 0
12270, 12270925, -8.49, 101427.0, 33.04, 0
13710, 13710929, -8.65, 101429.0, 33.08, 0
15146, 15146916, -8.57, 101428.0, 33.11, 0
16660, 16660922, -8.57, 101428.0, 33.15, 0
17293, 17293920, -8.57, 101428.0, 33.17, 0
18741, 18741928, -8.65, 101429.0, 33.2, 0
20254, 20254927, -8.57, 101428.0, 33.23, 0
22739, 22739921, -8.99, 101433.0, 33.3, 0
24649, 24649928, -8.82, 101431.0, 33.35, 0
25753, 25753966, -8.57, 101428.0, 33.38, 0
26712, 26712929, -8.65, 101429.0, 33.4, 0
26791, 26791514, -8.65, 101429.0, 33.4, 0
28445, 28445995, -8.9, 101432.0, 33.44, 0
29720, 29720929, -8.57, 101428.0, 33.48, 0
30993, 30993995, -8.65, 101429.0, 33.51, 0
34279, 34279919, -8.57, 101428.0, 33.6, 0
35554, 35554993, -8.65, 101429.0, 33.62, 0
36350, 36350928, -8.82, 101431.0, 33.65, 0
38508, 38508995, -8.82, 101431.0, 33.7, 0
40097, 40098000, -8.65, 101429.0, 33.74, 0
41295, 41295922, -8.74, 101430.0, 33.77, 0
42250, 42250922, -8.82, 101431.0, 33.79, 0
42887, 42887024, -8.82, 101431.0, 33.8, 0
44542, 44542961, -8.57, 101428.0, 33.84, 0
45251, 45251922, -8.65, 101429.0, 33.86, 0
46598, 46598992, -8.74, 101430.0, 33.89, 0
49577, 49577001, -8.57, 101428.0, 33.95, 0
53412, 53412926, -8.65, 101429.0, 34.03, 0
55884, 55884944, -8.57, 101428.0, 34.09, 0
56925, 56925924, -8.74, 101430.0, 34.1, 0
59201, 59201926, -8.9, 101432.0, 34.11, 0
59839, 59839714, -8.74, 101430.0, 34.15, 0
60633, 60633996, -8.82, 101431.0, 34.17, 0
61822, 61822524, -8.74, 101430.0, 34.2, 0
63092, 63092986, -8.9, 101432.0, 34.22, 0
66297, 66297926, -8.74, 101430.0, 34.28, 0
69321, 69321926, -8.65, 101429.0, 34.34, 0
70188, 70188989, -8.74, 101430.0, 34.35, 0
71145, 71145995, -8.82, 101431.0, 34.37, 0
71694, 71694993, -8.821252822875977, 101431.0, 34.380001068115234, 1
73450, 73450927, -8.65, 101429.0, 34.41, 0
74894, 74894943, -8.41, 101426.0, 34.44, 0
75049, 75049081, -8.65, 101429.0, 34.44, 0
0, 3735552, 0.0, 0.0, 0.0, 1
76695, 76695992, -8.82, 101431.0, 34.46, 0
77490, 77490922, -8.65, 101429.0, 34.48, 0
3379, 3379924, -8.65, 101429.0, 33.9, 0
5219, 5219936, -8.65, 101429.0, 33.94, 0
6330, 6330919, -8.65, 101429.0, 33.96, 0
7845, 7845920, -8.82, 101431.0, 33.99, 0
10573, 10573980, -8.65, 101429.0, 34.03, 0
12566, 12566922, -8.74, 101430.0, 34.07, 0
13037, 13037972, -8.74, 101430.0, 34.08, 0
14642, 14642928, -8.74, 101430.0, 34.1, 0
16403, 16403882, -8.65, 101429.0, 34.13, 0
17844, 17844924, -8.65, 101429.0, 34.15, 0
19356, 19356923, -8.99, 101433.0, 34.18, 0
20311, 20311924, -8.74, 101430.0, 34.19, 0
21585, 21585977, -8.74, 101430.0, 34.21, 0
22608, 22608971, -8.9, 101432.0, 34.22, 0
23879, 23879925, -8.74, 101430.0, 34.25, 0
24673, 24673977, -8.65, 101429.0, 34.26, 0
25551, 25551126, -8.74, 101430.0, 34.27, 0
25937, 25937923, -8.57, 101428.0, 34.29, 0
27611, 27611971, -8.82, 101431.0, 34.31, 0
28568, 28568071, -8.9, 101432.0, 34.32, 0
28954, 28954925, -8.65, 101429.0, 34.33, 0
29999, 29999140, -8.74, 101430.0, 34.34, 0
33668, 33668964, -8.74, 101430.0, 34.4, 0
3946, 3946918, -8.65, 101429.0, 33.48, 0
5545, 5545182, -8.57, 101428.0, 33.49, 0
6821, 6821919, -8.57, 101428.0, 33.5, 0
9457, 9457888, -8.82, 101431.0, 33.54, 0
10816, 10816918, -8.74, 101430.0, 33.56, 0
11607, 11607972, -8.9, 101432.0, 33.57, 0
12304, 12304926, -8.57, 101428.0, 33.51, 0
13175, 13175972, -8.82, 101431.0, 33.59, 0
13888, 13888922, -8.99, 101433.0, 33.61, 0
15162, 15162980, -8.65, 101429.0, 33.63, 0
15873, 15873919, -8.82, 101431.0, 33.65, 0
16825, 16825919, -9.07, 101434.0, 33.66, 0
17616, 17616980, -8.82, 101431.0, 33.68, 0
21647, 21647980, -8.74, 101430.0, 33.75, 0
22756, 22756980, -8.9, 101432.0, 33.77, 0
23956, 23956233, -8.82, 101431.0, 33.79, 0
2324, 2324939, -8.57, 101428.0, 33.1, 0
3848, 3848910, -8.57, 101428.0, 33.12, 0
5506, 5506927, -8.65, 101429.0, 33.15, 0
6535, 6535980, -8.74, 101430.0, 33.18, 0
7803, 7803919, -8.74, 101430.0, 33.21, 0
8837, 8837913, -8.65, 101429.0, 33.24, 0
11722, 11722923, -8.82, 101431.0, 33.32, 0
0, 0, 0.0, 0.0, 0.0, 1
13716, 13716922, -8.9, 101432.0, 33.39, 0
14584, 14584970, -8.74, 101430.0, 33.41, 0
17054, 17054979, -8.99, 101433.0, 33.48, 0
17605, 17605980, -8.74, 101430.0, 33.49, 0
18562, 18562974, -8.99, 101433.0, 33.52, 0
20065, 20065976, -8.9, 101432.0, 33.57, 0
20418, 20418920, -8.82, 101431.0, 33.54, 0
0, 2684354560, 0.0, 0.0, 0.0, 1
22355, 22355941, -8.82, 101431.0, 33.62, 0
25636, 25636971, -8.82, 101431.0, 33.71, 0
26593, 26593976, -8.74, 101430.0, 33.73, 0
28267, 28267522, -8.74, 101430.0, 33.78, 0
29134, 29134976, -8.99, 101433.0, 33.8, 0
30087, 30087979, -8.57, 101428.0, 33.83, 0
30555, 30555972, -8.65, 101429.0, 33.84, 0
31831, 31831888, -9.07, 101434.0, 33.86, 0
32789, 32789884, -8.82, 101431.0, 33.89, 0
33658, 33658968, -8.82, 101431.0, 33.9, 0
36229, 36229312, -8.74, 101430.0, 33.95, 0
38189, 38189933, -8.9, 101432.0, 34.0, 0
39947, 39947922, -8.82, 101431.0, 34.04, 0
41144, 41144933, -8.82, 101431.0, 34.07, 0
43860, 43860918, -8.99, 101433.0, 34.12, 0
44493, 44493923, -8.74, 101430.0, 34.14, 0
45931, 45931926, -8.65, 101429.0, 34.17, 0
48010, 48010918, -8.99, 101433.0, 34.2, 0
49230, 49230538, -8.9, 101432.0, 34.22, 0
49622, 49622005, -8.74, 101430.0, 34.23, 0
50893, 50893925, -8.82, 101431.0, 34.26, 0
52707, 52707979, -8.82, 101431.0, 34.23, 0
0, 589824, -0.0, 0.0, 0.0, 1
55194, 55194978, -9.15, 101435.0, 34.32, 0
57018, 57018923, -8.82, 101431.0, 34.36, 0
58777, 58777972, -8.99, 101433.0, 34.38, 0
60058, 60058923, -8.82, 101431.0, 34.4, 0
63516, 63516919, -8.99, 101433.0, 34.45, 0
65769, 65769969, -8.82, 101431.0, 34.48, 0
0, 589824, -0.0, 0.0, 0.0, 1
68416, 68416928, -8.82, 101431.0, 34.51, 0
71929, 71929918, -8.9, 101432.0, 34.56, 0
72721, 72721971, -8.65, 101429.0, 34.57, 0
73193, 73193182, -8.99, 101433.0, 34.58, 0
77764, 77764973, -8.82, 101431.0, 34.64, 0
80552, 80552920, -8.74, 101430.0, 34.68, 0
81347, 81347950, -8.65, 101429.0, 34.69, 0
83747, 83747977, -8.82, 101431.0, 34.72, 0
84467, 84467972, -8.74, 101430.0, 34.73, 0
87983, 87983921, -8.9, 101432.0, 34.77, 0
88773, 88773978, -8.82, 101431.0, 34.78, 0
89160, 89160918, -8.9, 101432.0, 34.79, 0
91805, 91805971, -8.82, 101431.0, 34.82, 0
93622, 93622921, -8.99, 101433.0, 34.85, 0
95058, 95058920, -8.74, 101430.0, 34.86, 0
98839, 98839972, -9.07, 101434.0, 34.91, 0
100199, 100199922, -8.99, 101433.0, 34.92, 0
100523, 100523979, -8.99, 101433.0, 34.92, 0
100996, 100996974, -8.82, 101431.0, 34.87, 0
102185, 102185918, -9.07, 101434.0, 34.94, 0
108451, 108451978, -8.9, 101432.0, 35.01, 0
109649, 109649919, -8.9, 101432.0, 35.02, 0
111155, 111155922, -9.07, 101434.0, 35.04, 0
142164, 142164927, -8.82, 101431.0, 35.26, 0
1716, 1716957, -8.82, 101431.0, 34.09, 0
4808, 4808960, -8.99, 101433.0, 34.17, 0
6051, 6051548, -9.15, 101435.0, 34.18, 0
11001, 11001012, -9.07, 101434.0, 34.27, 0
15974, 15974086, -8.99, 101433.0, 34.33, 0
0, 2687500288, 0.0, 0.0, 0.0, 1
3724, 3724560, -8.9, 101432.0, 33.99, 0
0, 589824, 0.0, 0.0, 0.0, 1
7176, 7176932, -8.9, 101432.0, 34.04, 0
8855, 8855990, -9.07, 101434.0, 34.07, 0
12390, 12390975, -9.07, 101434.0, 34.13, 0
13659, 13659931, -9.24, 101436.0, 34.16, 0
15657, 15657929, -8.82, 101431.0, 34.19, 0
18015, 18015932, -8.99, 101433.0, 34.16, 0
18665, 18665925, -8.99, 101433.0, 34.22, 0
19622, 19622933, -9.07, 101434.0, 34.25, 0
22744, 22744492, -9.24, 101436.0, 34.3, 0
24420, 24420979, -8.99, 101433.0, 34.33, 0
25450, 25450975, -9.24, 101436.0, 34.35, 0
26160, 26160924, -9.15, 101435.0, 34.36, 0
27759, 27759529, -8.99, 101433.0, 34.39, 0
30481, 30481974, -9.07, 101434.0, 34.43, 0
31433, 31433973, -9.15, 101435.0, 34.45, 0
32141, 32141930, -9.07, 101434.0, 34.47, 0
33996, 33996938, -9.24, 101436.0, 34.49, 0
35957, 35957975, -9.15, 101435.0, 34.52, 0
36666, 36666920, -9.15, 101435.0, 34.54, 0
38672, 38672933, -9.07, 101434.0, 34.56, 0
40191, 40191933, -9.07, 101434.0, 34.59, 0
41541, 41541983, -9.07, 101434.0, 34.6, 0
44502, 44502940, -9.15, 101435.0, 34.65, 0
47532, 47532975, -9.32, 101437.0, 34.7, 0
48489, 48489983, -9.07, 101434.0, 34.71, 0
50261, 50261914, -9.32, 101437.0, 34.74, 0
51347, 51347934, -8.99, 101433.0, 34.76, 0
53030, 53030976, -9.32, 101437.0, 34.8, 0
55025, 55025976, -9.32, 101437.0, 34.84, 0
58609, 58609983, -9.24, 101436.0, 34.9, 0
60044, 60044976, -9.32, 101437.0, 34.92, 0
63636, 63636974, -9.32, 101437.0, 34.94, 0
65066, 65066976, -9.4, 101438.0, 34.96, 0
66341, 66341928, -9.24, 101436.0, 34.96, 0
66501, 66501112, -9.15, 101435.0, 34.96, 0
68131, 68131978, -9.24, 101436.0, 34.97, 0
69643, 69643936, -9.49, 101439.0, 34.98, 0
71077, 71077976, -9.57, 101440.0, 34.99, 0
74681, 74681980, -9.49, 101439.0, 35.03, 0
76117, 76117980, -9.49, 101439.0, 35.06, 0
80112, 80112981, -9.4, 101438.0, 35.13, 0
82661, 82661972, -9.15, 101435.0, 35.18, 0
82823, 82823924, -9.32, 101437.0, 35.18, 0
84374, 84374920, -9.4, 101438.0, 35.21, 0
86218, 86218972, -9.32, 101437.0, 35.24, 0
87095, 87095976, -9.32, 101437.0, 35.25, 0
88694, 88694976, -9.15, 101435.0, 35.26, 0
89648, 89648973, -9.4, 101438.0, 35.27, 0
91088, 91088185, -9.32, 101437.0, 35.29, 0
91632, 91632982, -9.32, 101437.0, 35.3, 0
92345, 92345925, -9.49, 101439.0, 35.31, 0
93461, 93461929, -9.32, 101437.0, 35.32, 0
97404, 97404930, -9.4, 101438.0, 35.38, 0
98998, 98998892, -9.32, 101437.0, 35.4, 0
102196, 102196975, -9.24, 101436.0, 35.44, 0
104189, 104189977, -9.4, 101438.0, 35.47, 0
106025, 106025927, -9.57, 101440.0, 35.49, 0
108273, 108273982, -9.15, 101435.0, 35.52, 0
113255, 113255984, -9.32, 101437.0, 35.57, 0
114212, 114212935, -9.24, 101436.0, 35.58, 0
115083, 115083929, -9.32, 101437.0, 35.59, 0
117691, 117691108, -9.4, 101438.0, 35.61, 0
120326, 120326976, -9.15, 101435.0, 35.64, 0
122318, 122318976, -9.32, 101437.0, 35.66, 0
