Time (ms), Time (us), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
154350, 154350837, -6.08, 101398.0, 31.32, 0
154564, 154564836, -6.08, 101398.0, 31.33, 0
154775, 154775831, -5.99, 101397.0, 31.33, 0
155208, 155208836, -5.91, 101396.0, 31.34, 0
155420, 155420852, -6.08, 101398.0, 31.34, 0
155635, 155635855, -6.24, 101400.0, 31.34, 0
155849, 155849840, -6.16, 101399.0, 31.34, 0
156279, 156279840, -5.99, 101397.0, 31.35, 0
156493, 156493831, -6.08, 101398.0, 31.35, 0
156704, 156704838, -5.99, 101397.0, 31.36, 0
156916, 156916841, -6.16, 101399.0, 31.36, 0
157348, 157348844, -5.99, 101397.0, 31.36, 0
157560, 157560831, -6.08, 101398.0, 31.37, 0
157775, 157775838, -6.08, 101398.0, 31.37, 0
158205, 158205841, -6.16, 101399.0, 31.37, 0
158420, 158420829, -6.08, 101398.0, 31.38, 0
158851, 158851820, -6.08, 101398.0, 31.38, 0
159064, 159064848, -5.91, 101396.0, 31.38, 0
159278, 159278849, -6.08, 101398.0, 31.38, 0
159491, 159491837, -6.16, 101399.0, 31.39, 0
159705, 159705841, -6.08, 101398.0, 31.39, 0
159917, 159917849, -6.24, 101400.0, 31.39, 0
160346, 160346840, -6.24, 101400.0, 31.4, 0
160562, 160562829, -5.99, 101397.0, 31.4, 0
160990, 160990493, -5.91, 101396.0, 31.4, 0
161206, 161206852, -6.16, 101399.0, 31.4, 0
161637, 161637839, -6.33, 101401.0, 31.4, 0
161849, 161849830, -5.83, 101395.0, 31.41, 0
162064, 162064849, -6.08, 101398.0, 31.41, 0
162277, 162277820, -5.99, 101397.0, 31.41, 0
162488, 162488838, -6.16, 101399.0, 31.41, 0
162702, 162702853, -5.99, 101397.0, 31.42, 0
162917, 162917833, -5.91, 101396.0, 31.42, 0
163349, 163349833, -6.08, 101398.0, 31.42, 0
163777, 163777830, -5.91, 101396.0, 31.42, 0
163996, 163996217, -6.08, 101398.0, 31.42, 0
164424, 164424840, -6.24, 101400.0, 31.43, 0
164637, 164637829, -6.08, 101398.0, 31.43, 0
164748, 164748834, -6.08, 101398.0, 31.43, 0
165291, 165291851, -6.08, 101398.0, 31.42, 0
165502, 165502841, -5.99, 101397.0, 31.43, 0
165714, 165714841, -5.99, 101397.0, 31.44, 0
165931, 165931841, -5.91, 101396.0, 31.44, 0
166358, 166358832, -6.24, 101400.0, 31.44, 0
166789, 166789854, -6.08, 101398.0, 31.44, 0
167221, 167221851, -6.16, 101399.0, 31.45, 0
167562, 167562839, -6.08, 101398.0, 31.45, 0
167777, 167777834, -6.16, 101399.0, 31.45, 0
167990, 167990511, -6.24, 101400.0, 31.46, 0
168422, 168422861, -5.91, 101396.0, 31.46, 0
168634, 168634855, -6.08, 101398.0, 31.46, 0
169072, 169072855, -5.91, 101396.0, 31.47, 0
169284, 169284829, -6.24, 101400.0, 31.47, 0
169499, 169499840, -6.24, 101400.0, 31.47, 0
169711, 169711841, -6.24, 101400.0, 31.47, 0
169924, 169924837, -6.08, 101398.0, 31.47, 0
170354, 170354832, -6.24, 101400.0, 31.48, 0
170785, 170785829, -6.08, 101398.0, 31.48, 0
171222, 171222835, -5.99, 101397.0, 31.48, 0
171434, 171434830, -6.16, 101399.0, 31.48, 0
171649, 171649839, -6.08, 101398.0, 31.49, 0
172079, 172079838, -6.16, 101399.0, 31.49, 0
172511, 172511831, -6.16, 101399.0, 31.49, 0
172727, 172727861, -5.91, 101396.0, 31.49, 0
172938, 172938849, -6.08, 101398.0, 31.5, 0
173366, 173366847, -6.08, 101398.0, 31.5, 0
173578, 173578861, -5.99, 101397.0, 31.5, 0
174001, 174001987, -6.24, 101400.0, 31.51, 0
174214, 174214841, -5.83, 101395.0, 31.51, 0
174429, 174429828, -5.99, 101397.0, 31.51, 0
174642, 174642855, -6.16, 101399.0, 31.51, 0
174853, 174853861, -5.99, 101397.0, 31.51, 0
175067, 175067838, -6.24, 101400.0, 31.51, 0
175281, 175281829, -6.16, 101399.0, 31.51, 0
175492, 175492832, -6.08, 101398.0, 31.52, 0
175707, 175707858, -6.08, 101398.0, 31.52, 0
176140, 176140828, -6.16, 101399.0, 31.52, 0
176355, 176355858, -5.99, 101397.0, 31.52, 0
176568, 176568828, -6.24, 101400.0, 31.52, 0
176782, 176782860, -5.99, 101397.0, 31.52, 0
177211, 177211854, -5.91, 101396.0, 31.53, 0
177425, 177425858, -6.08, 101398.0, 31.53, 0
177639, 177639833, -6.24, 101400.0, 31.53, 0
177853, 177853845, -6.16, 101399.0, 31.53, 0
177959, 177959831, -6.24, 101400.0, 31.53, 0
178502, 178502858, -5.99, 101397.0, 31.52, 0
178715, 178715841, -5.99, 101397.0, 31.53, 0
178928, 178928831, -6.08, 101398.0, 31.53, 0
179357, 179357828, -6.08, 101398.0, 31.54, 0
179792, 179792845, -6.08, 101398.0, 31.54, 0
180006, 180006843, -5.91, 101396.0, 31.54, 0
180220, 180220841, -6.08, 101398.0, 31.54, 0
180434, 180434855, -6.08, 101398.0, 31.55, 0
180863, 180863854, -5.99, 101397.0, 31.55, 0
181299, 181299857, -5.99, 101397.0, 31.56, 0
181511, 181511841, -6.16, 101399.0, 31.56, 0
181725, 181725829, -5.99, 101397.0, 31.56, 0
181939, 181939858, -6.08, 101398.0, 31.56, 0
182366, 182366861, -6.08, 101398.0, 31.57, 0
182795, 182795828, -5.99, 101397.0, 31.57, 0
183234, 183234828, -6.08, 101398.0, 31.57, 0
183449, 183449859, -6.08, 101398.0, 31.57, 0
183660, 183660854, -6.08, 101398.0, 31.57, 0
183875, 183875857, -6.16, 101399.0, 31.58, 0
184305, 184305832, -6.08, 101398.0, 31.58, 0
184520, 184520837, -5.99, 101397.0, 31.58, 0
184951, 184951854, -6.24, 101400.0, 31.59, 0
185165, 185165858, -5.99, 101397.0, 31.59, 0
185593, 185593828, -6.16, 101399.0, 31.59, 0
185808, 185808840, -5.99, 101397.0, 31.59, 0
186246, 186246861, -6.16, 101399.0, 31.59, 0
186458, 186458845, -6.08, 101398.0, 31.6, 0
186890, 186890819, -6.24, 101400.0, 31.6, 0
187105, 187105848, -5.99, 101397.0, 31.6, 0
187317, 187317839, -6.08, 101398.0, 31.6, 0
187747, 187747845, -5.99, 101397.0, 31.61, 0
187962, 187962831, -6.08, 101398.0, 31.61, 0
188392, 188392829, -6.08, 101398.0, 31.61, 0
188608, 188608854, -5.99, 101397.0, 31.62, 0
188822, 188822834, -5.91, 101396.0, 31.61, 0
189036, 189036808, -5.91, 101396.0, 31.62, 0
189249, 189249830, -5.99, 101397.0, 31.62, 0
189676, 189676854, -6.08, 101398.0, 31.62, 0
189891, 189891830, -6.16, 101399.0, 31.63, 0
190328, 190328820, -6.08, 101398.0, 31.63, 0
190540, 190540834, -6.24, 101400.0, 31.63, 0
190754, 190754845, -5.91, 101396.0, 31.63, 0
190965, 190965855, -6.16, 101399.0, 31.63, 0
191530, 191530814, -6.16, 101399.0, 31.6, 0
191748, 191748819, -6.24, 101400.0, 31.62, 0
191965, 191965076, -5.99, 101397.0, 31.63, 0
192394, 192394843, -6.16, 101399.0, 31.64, 0
192606, 192606830, -6.08, 101398.0, 31.64, 0
192819, 192819833, -6.16, 101399.0, 31.65, 0
193247, 193247828, -5.99, 101397.0, 31.64, 0
193462, 193462848, -6.08, 101398.0, 31.64, 0
193894, 193894853, -5.91, 101396.0, 31.65, 0
194109, 194109861, -6.16, 101399.0, 31.65, 0
194323, 194323838, -5.99, 101397.0, 31.65, 0
194537, 194537861, -5.91, 101396.0, 31.65, 0
194748, 194748854, -6.08, 101398.0, 31.65, 0
194962, 194962839, -6.08, 101398.0, 31.65, 0
195389, 195389839, -6.24, 101400.0, 31.66, 0
195823, 195823855, -5.83, 101395.0, 31.66, 0
196256, 196256834, -6.16, 101399.0, 31.66, 0
196684, 196684828, -6.08, 101398.0, 31.66, 0
196899, 196899841, -6.08, 101398.0, 31.67, 0
197333, 197333837, -5.99, 101397.0, 31.66, 0
197545, 197545829, -5.99, 101397.0, 31.67, 0
197759, 197759848, -6.24, 101400.0, 31.67, 0
198189, 198189854, -5.99, 101397.0, 31.67, 0
198404, 198404828, -5.99, 101397.0, 31.67, 0
198618, 198618853, -6.08, 101398.0, 31.68, 0
198829, 198829806, -6.08, 101398.0, 31.68, 0
199264, 199264831, -6.08, 101398.0, 31.68, 0
199478, 199478848, -5.83, 101395.0, 31.68, 0
199692, 199692828, -5.91, 101396.0, 31.68, 0
200125, 200125859, -6.08, 101398.0, 31.69, 0
200337, 200337848, -5.91, 101396.0, 31.69, 0
200552, 200552861, -5.91, 101396.0, 31.69, 0
200766, 200766860, -6.08, 101398.0, 31.69, 0
200980, 200980237, -6.08, 101398.0, 31.7, 0
201410, 201410857, -5.83, 101395.0, 31.7, 0
201622, 201622828, -5.99, 101397.0, 31.7, 0
202054, 202054828, -6.16, 101399.0, 31.7, 0
202266, 202266847, -6.08, 101398.0, 31.7, 0
202480, 202480853, -6.08, 101398.0, 31.71, 0
202912, 202912819, -5.99, 101397.0, 31.71, 0
203345, 203345855, -6.08, 101398.0, 31.71, 0
203560, 203560843, -6.16, 101399.0, 31.71, 0
203771, 203771830, -5.83, 101395.0, 31.72, 0
204202, 204202830, -5.83, 101395.0, 31.72, 0
204636, 204636855, -5.91, 101396.0, 31.68, 0
204848, 204848837, -5.83, 101395.0, 31.7, 0
205280, 205280818, -5.91, 101396.0, 31.72, 0
205493, 205493815, -5.99, 101397.0, 31.73, 0
205707, 205707847, -5.99, 101397.0, 31.73, 0
205921, 205921818, -5.99, 101397.0, 31.74, 0
206354, 206354828, -5.91, 101396.0, 31.74, 0
206569, 206569860, -6.08, 101398.0, 31.74, 0
206780, 206780856, -5.99, 101397.0, 31.74, 0
206995, 206995241, -5.91, 101396.0, 31.75, 0
207422, 207422832, -5.91, 101396.0, 31.75, 0
207637, 207637840, -5.99, 101397.0, 31.75, 0
208076, 208076853, -5.83, 101395.0, 31.75, 0
208291, 208291827, -5.99, 101397.0, 31.75, 0
208720, 208720852, -5.99, 101397.0, 31.76, 0
208935, 208935844, -5.91, 101396.0, 31.76, 0
209365, 209365859, -5.83, 101395.0, 31.76, 0
209577, 209577847, -5.91, 101396.0, 31.77, 0
210012, 210012843, -5.99, 101397.0, 31.77, 0
210224, 210224843, -5.99, 101397.0, 31.77, 0
210439, 210439827, -5.91, 101396.0, 31.77, 0
210653, 210653853, -5.83, 101395.0, 31.78, 0
210864, 210864844, -5.83, 101395.0, 31.78, 0
211297, 211297853, -6.08, 101398.0, 31.78, 0
211509, 211509827, -5.99, 101397.0, 31.78, 0
211942, 211942853, -5.99, 101397.0, 31.78, 0
212158, 212158818, -6.16, 101399.0, 31.78, 0
212369, 212369830, -5.83, 101395.0, 31.78, 0
212582, 212582860, -5.99, 101397.0, 31.79, 0
212795, 212795843, -5.83, 101395.0, 31.79, 0
213009, 213009842, -5.99, 101397.0, 31.79, 0
213223, 213223837, -5.91, 101396.0, 31.79, 0
213652, 213652847, -5.99, 101397.0, 31.79, 0
213867, 213867829, -5.91, 101396.0, 31.79, 0
214299, 214299829, -5.83, 101395.0, 31.79, 0
214514, 214514845, -5.99, 101397.0, 31.79, 0
214944, 214944854, -5.91, 101396.0, 31.79, 0
215376, 215376828, -6.08, 101398.0, 31.8, 0
215592, 215592858, -5.91, 101396.0, 31.79, 0
215803, 215803840, -5.99, 101397.0, 31.8, 0
216236, 216236830, -5.91, 101396.0, 31.8, 0
216448, 216448829, -6.08, 101398.0, 31.8, 0
216662, 216662844, -5.83, 101395.0, 31.79, 0
217091, 217091853, -6.08, 101398.0, 31.8, 0
217307, 217307855, -5.99, 101397.0, 31.8, 0
217738, 217738860, -6.08, 101398.0, 31.8, 0
218172, 218172838, -5.91, 101396.0, 31.78, 0
218389, 218389847, -5.99, 101397.0, 31.79, 0
218604, 218604860, -5.91, 101396.0, 31.79, 0
219038, 219038852, -5.99, 101397.0, 31.8, 0
219466, 219466827, -6.16, 101399.0, 31.8, 0
219681, 219681809, -5.74, 101394.0, 31.8, 0
220112, 220112843, -6.08, 101398.0, 31.8, 0
220324, 220324829, -5.99, 101397.0, 31.8, 0
220539, 220539844, -6.08, 101398.0, 31.81, 0
220970, 220970161, -5.91, 101396.0, 31.81, 0
221184, 221184828, -6.08, 101398.0, 31.81, 0
221398, 221398852, -5.99, 101397.0, 31.81, 0
221609, 221609843, -5.91, 101396.0, 31.81, 0
221823, 221823853, -6.08, 101398.0, 31.81, 0
222253, 222253827, -5.91, 101396.0, 31.81, 0
222689, 222689843, -6.08, 101398.0, 31.81, 0
222904, 222904833, -5.99, 101397.0, 31.81, 0
223117, 223117853, -6.16, 101399.0, 31.82, 0
223330, 223330837, -5.83, 101395.0, 31.82, 0
223544, 223544814, -5.99, 101397.0, 31.82, 0
223755, 223755827, -5.99, 101397.0, 31.82, 0
223971, 223971035, -5.74, 101394.0, 31.82, 0
224402, 224402827, -6.08, 101398.0, 31.82, 0
224616, 224616856, -6.08, 101398.0, 31.82, 0
225041, 225041851, -5.91, 101396.0, 31.82, 0
225258, 225258844, -5.83, 101395.0, 31.82, 0
225689, 225689859, -5.99, 101397.0, 31.82, 0
226124, 226124827, -5.99, 101397.0, 31.82, 0
226339, 226339859, -5.83, 101395.0, 31.83, 0
226550, 226550844, -5.74, 101394.0, 31.83, 0
226765, 226765860, -5.91, 101396.0, 31.83, 0
226980, 226980070, -5.99, 101397.0, 31.83, 0
227190, 227190854, -6.08, 101398.0, 31.83, 0
227405, 227405827, -5.91, 101396.0, 31.83, 0
227616, 227616856, -5.99, 101397.0, 31.84, 0
227831, 227831853, -6.08, 101398.0, 31.84, 0
228038, 228038844, -6.16, 101399.0, 31.84, 0
228253, 228253819, -5.91, 101396.0, 31.84, 0
228464, 228464830, -5.99, 101397.0, 31.84, 0
228678, 228678847, -5.99, 101397.0, 31.84, 0
228892, 228892829, -5.91, 101396.0, 31.84, 0
229105, 229105853, -6.08, 101398.0, 31.85, 0
229318, 229318844, -6.24, 101400.0, 31.85, 0
229747, 229747844, -5.74, 101394.0, 31.85, 0
229965, 229965093, -5.91, 101396.0, 31.85, 0
230389, 230389853, -6.08, 101398.0, 31.85, 0
230604, 230604843, -5.99, 101397.0, 31.85, 0
230818, 230818860, -5.91, 101396.0, 31.85, 0
230924, 230924843, -5.91, 101396.0, 31.85, 0
231466, 231466861, -5.91, 101396.0, 31.82, 0
231898, 231898843, -5.99, 101397.0, 31.85, 0
232113, 232113847, -5.74, 101394.0, 31.85, 0
232327, 232327856, -6.08, 101398.0, 31.85, 0
232754, 232754847, -5.99, 101397.0, 31.86, 0
232970, 232970827, -5.83, 101395.0, 31.86, 0
233403, 233403843, -6.08, 101398.0, 31.86, 0
233618, 233618830, -5.91, 101396.0, 31.86, 0
234047, 234047829, -5.91, 101396.0, 31.87, 0
234262, 234262847, -5.91, 101396.0, 31.87, 0
234694, 234694858, -6.08, 101398.0, 31.87, 0
234906, 234906827, -5.91, 101396.0, 31.88, 0
235341, 235341858, -5.74, 101394.0, 31.88, 0
235553, 235553847, -6.08, 101398.0, 31.88, 0
235767, 235767830, -5.99, 101397.0, 31.88, 0
235982, 235982397, -5.91, 101396.0, 31.88, 0
236193, 236193842, -5.83, 101395.0, 31.89, 0
236407, 236407815, -5.91, 101396.0, 31.89, 0
236621, 236621857, -5.91, 101396.0, 31.89, 0
236835, 236835829, -5.91, 101396.0, 31.89, 0
237267, 237267813, -5.91, 101396.0, 31.89, 0
237479, 237479843, -5.91, 101396.0, 31.9, 0
237910, 237910843, -5.99, 101397.0, 31.9, 0
238339, 238339837, -6.08, 101398.0, 31.9, 0
238775, 238775828, -5.99, 101397.0, 31.9, 0
238989, 238989621, -5.91, 101396.0, 31.91, 0
239202, 239202844, -5.91, 101396.0, 31.91, 0
239416, 239416828, -5.83, 101395.0, 31.91, 0
239627, 239627860, -5.99, 101397.0, 31.91, 0
240060, 240060859, -5.83, 101395.0, 31.91, 0
240491, 240491841, -5.83, 101395.0, 31.91, 0
240704, 240704830, -5.91, 101396.0, 31.91, 0
240919, 240919860, -6.16, 101399.0, 31.91, 0
241347, 241347856, -6.08, 101398.0, 31.91, 0
241563, 241563833, -6.08, 101398.0, 31.91, 0
241775, 241775830, -6.08, 101398.0, 31.91, 0
242212, 242212831, -5.91, 101396.0, 31.91, 0
242424, 242424830, -5.99, 101397.0, 31.92, 0
242857, 242857840, -5.99, 101397.0, 31.92, 0
243068, 243068841, -5.91, 101396.0, 31.92, 0
243499, 243499844, -5.91, 101396.0, 31.92, 0
243714, 243714830, -5.91, 101396.0, 31.92, 0
243927, 243927843, -5.99, 101397.0, 31.92, 0
244367, 244367858, -5.99, 101397.0, 31.92, 0
244580, 244580854, -5.83, 101395.0, 31.92, 0
245018, 245018855, -5.91, 101396.0, 31.92, 0
245233, 245233830, -5.99, 101397.0, 31.93, 0
245447, 245447844, -5.91, 101396.0, 31.93, 0
245881, 245881831, -5.99, 101397.0, 31.93, 0
246319, 246319830, -5.91, 101396.0, 31.93, 0
246750, 246750830, -6.08, 101398.0, 31.94, 0
246968, 246968447, -5.99, 101397.0, 31.94, 0
247400, 247400816, -6.16, 101399.0, 31.94, 0
247833, 247833833, -5.91, 101396.0, 31.94, 0
248048, 248048815, -5.83, 101395.0, 31.94, 0
6685, 6685857, -5.83, 101395.0, 30.17, 0
6903, 6903835, -5.91, 101396.0, 30.21, 0
7336, 7336845, -6.08, 101398.0, 30.25, 0
7776, 7776845, -6.33, 101401.0, 30.27, 0
7989, 7989858, -6.24, 101400.0, 30.28, 0
8426, 8426864, -6.08, 101398.0, 30.29, 0
8639, 8639861, -6.08, 101398.0, 30.3, 0
8853, 8853860, -6.08, 101398.0, 30.31, 0
9065, 9065859, -6.08, 101398.0, 30.32, 0
9498, 9498851, -6.24, 101400.0, 30.33, 0
9933, 9933837, -6.16, 101399.0, 30.34, 0
10364, 10364864, -6.08, 101398.0, 30.35, 0
10802, 10802835, -6.08, 101398.0, 30.36, 0
11016, 11016845, -5.91, 101396.0, 30.36, 0
11449, 11449862, -6.16, 101399.0, 30.37, 0
11885, 11885855, -6.24, 101400.0, 30.38, 0
12316, 12316845, -6.08, 101398.0, 30.39, 0
12533, 12533958, -6.16, 101399.0, 30.4, 0
12967, 12967848, -6.16, 101399.0, 30.41, 0
13402, 13402864, -6.24, 101400.0, 30.41, 0
13838, 13838861, -6.08, 101398.0, 30.43, 0
14269, 14269835, -6.16, 101399.0, 30.43, 0
14485, 14485853, -6.08, 101398.0, 30.44, 0
14916, 14916845, -6.16, 101399.0, 30.45, 0
15354, 15354864, -6.24, 101400.0, 30.46, 0
15787, 15787861, -5.99, 101397.0, 30.47, 0
16218, 16218836, -6.16, 101399.0, 30.48, 0
16434, 16434849, -24545.72265625, 98325.0, 30.479999542236328, 1
16863, 16863852, -6.08, 101398.0, 30.49, 0
17301, 17301861, -6.08, 101398.0, 30.51, 0
17514, 17514861, -6.24, 101400.0, 30.51, 0
17951, 17951846, -6.08, 101398.0, 30.52, 0
18164, 18164845, -6.24, 101400.0, 30.53, 0
18589, 18589885, -6.24, 101400.0, 30.54, 0
18806, 18806864, -6.16, 101399.0, 30.54, 0
19241, 19241849, -5.91, 101396.0, 30.55, 0
19678, 19678836, -5.91, 101396.0, 30.55, 0
20111, 20111849, -6.16, 101399.0, 30.56, 0
20547, 20547033, -6.16, 101399.0, 30.57, 0
20984, 20984836, -5.91, 101396.0, 30.58, 0
21415, 21415862, -6.08, 101398.0, 30.59, 0
21851, 21851862, -6.08, 101398.0, 30.6, 0
22064, 22064836, -6.08, 101398.0, 30.6, 0
22499, 22499864, -6.08, 101398.0, 30.61, 0
22933, 22933864, -6.16, 101399.0, 30.62, 0
23365, 23365835, -6.16, 101399.0, 30.63, 0
23804, 23804838, -5.99, 101397.0, 30.63, 0
24019, 24019861, -6.24, 101400.0, 30.64, 0
24457, 24457863, -5.99, 101397.0, 30.65, 0
24670, 24670861, -6.16, 101399.0, 30.66, 0
25103, 25103837, -6.08, 101398.0, 30.67, 0
25316, 25316864, -6.08, 101398.0, 30.67, 0
25752, 25752862, -6.16, 101399.0, 30.68, 0
26185, 26185861, -6.16, 101399.0, 30.68, 0
26615, 26615862, -6.16, 101399.0, 30.7, 0
26832, 26832861, -5.91, 101396.0, 30.7, 0
27263, 27263838, -5.99, 101397.0, 30.71, 0
27702, 27702855, -5.99, 101397.0, 30.71, 0
28139, 28139861, -6.16, 101399.0, 30.72, 0
28572, 28572879, -5.99, 101397.0, 30.73, 0
29007, 29007864, -6.08, 101398.0, 30.74, 0
29220, 29220865, -6.08, 101398.0, 30.74, 0
29659, 29659860, -6.08, 101398.0, 30.75, 0
29871, 29871835, -5.99, 101397.0, 30.76, 0
30304, 30304864, -6.24, 101400.0, 30.76, 0
30517, 30517855, -6.08, 101398.0, 30.77, 0
30953, 30953864, -5.91, 101396.0, 30.78, 0
31167, 31167861, -6.08, 101398.0, 30.78, 0
31605, 31605838, -6.08, 101398.0, 30.78, 0
31818, 31818864, -6.16, 101399.0, 30.79, 0
32250, 32250864, -6.16, 101399.0, 30.8, 0
32463, 32463838, -6.16, 101399.0, 30.8, 0
32672, 32672865, -6.24, 101400.0, 30.81, 0
33108, 33108861, -6.08, 101398.0, 30.81, 0
33545, 33545139, -6.08, 101398.0, 30.82, 0
33759, 33759847, -5.99, 101397.0, 30.83, 0
34193, 34193865, -6.08, 101398.0, 30.83, 0
34406, 34406855, -5.99, 101397.0, 30.84, 0
34840, 34840844, -6.08, 101398.0, 30.84, 0
35272, 35272861, -6.08, 101398.0, 30.85, 0
35489, 35489868, -6.16, 101399.0, 30.85, 0
35922, 35922837, -6.24, 101400.0, 30.86, 0
36353, 36353862, -6.16, 101399.0, 30.87, 0
36795, 36795867, -6.16, 101399.0, 30.88, 0
37008, 37008864, -5.91, 101396.0, 30.88, 0
37440, 37440842, -6.16, 101399.0, 30.89, 0
37653, 37653843, -6.24, 101400.0, 30.9, 0
38086, 38086867, -5.91, 101396.0, 30.9, 0
38299, 38299836, -6.08, 101398.0, 30.91, 0
38738, 38738842, -6.41, 101402.0, 30.91, 0
38951, 38951861, -5.99, 101397.0, 30.92, 0
39385, 39385852, -6.16, 101399.0, 30.93, 0
39600, 39600861, -6.41, 101402.0, 30.93, 0
40033, 40033863, -6.16, 101399.0, 30.94, 0
40465, 40465860, -6.16, 101399.0, 30.94, 0
40899, 40899846, -5.99, 101397.0, 30.95, 0
41334, 41334868, -6.24, 101400.0, 30.96, 0
41769, 41769855, -6.33, 101401.0, 30.97, 0
42202, 42202861, -6.24, 101400.0, 30.97, 0
42636, 42636838, -6.24, 101400.0, 30.98, 0
42849, 42849855, -6.08, 101398.0, 30.99, 0
