Time (ms), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
48455, 43.13, 100808.0, 25.1, 0
48776, 43.47, 100804.0, 25.15, 0
48989, 43.55, 100803.0, 25.19, 0
49207, 43.47, 100804.0, 25.22, 0
49528, 43.38, 100805.0, 25.27, 0
49845, 43.47, 100804.0, 25.33, 0
50061, 43.3, 100806.0, 25.35, 0
50276, 43.38, 100805.0, 25.39, 0
50599, 43.38, 100805.0, 25.44, 0
51670, 43.3, 100806.0, 25.61, 0
52213, 43.3, 100806.0, 25.69, 0
52429, 43.22, 100807.0, 25.72, 0
52746, 43.13, 100808.0, 25.78, 0
52961, 43.47, 100804.0, 25.81, 0
53603, 43.13, 100808.0, 25.91, 0
53924, 43.55, 100803.0, 25.96, 0
54354, 43.3, 100806.0, 26.02, 0
55213, 42.8, 100812.0, 26.15, 0
55531, 43.22, 100807.0, 26.2, 0
55965, 43.72, 100801.0, 26.27, 0
56602, 43.88, 100799.0, 26.36, 0
56924, 44.14, 100796.0, 26.41, 0
57352, 43.55, 100803.0, 26.48, 0
57572, 43.72, 100801.0, 26.51, 0
57786, 43.63, 100802.0, 26.54, 0
58108, 43.55, 100803.0, 26.55, 0
58857, 43.47, 100804.0, 26.69, 0
59077, 43.13, 100808.0, 26.73, 0
59613, 43.63, 100802.0, 26.81, 0
59934, 43.55, 100803.0, 26.86, 0
60147, 43.47, 100804.0, 26.89, 0
61651, 43.72, 100801.0, 27.11, 0
61970, 43.55, 100803.0, 27.15, 0
62183, 43.63, 100802.0, 27.19, 0
62501, 43.47, 100804.0, 27.23, 0
62715, 43.63, 100802.0, 27.26, 0
63041, 43.63, 100802.0, 27.31, 0
63901, 43.47, 100804.0, 27.43, 0
64539, 43.8, 100800.0, 27.52, 0
64860, 44.05, 100797.0, 27.57, 0
65503, 43.63, 100802.0, 27.66, 0
65822, 43.55, 100803.0, 27.7, 0
66254, 43.72, 100801.0, 27.76, 0
66475, 43.63, 100802.0, 27.79, 0
67226, 43.8, 100800.0, 27.9, 0
67541, 43.88, 100799.0, 27.94, 0
68203, 43.72, 100801.0, 28.03, 0
68843, 43.63, 100802.0, 28.12, 0
69062, 43.3, 100806.0, 28.15, 0
69597, 43.55, 100803.0, 28.22, 0
69814, 43.38, 100805.0, 28.25, 0
70571, 43.55, 100803.0, 28.36, 0
70888, 43.63, 100802.0, 28.4, 0
71306, 43.88, 100799.0, 28.42, 0
71732, 43.55, 100803.0, 28.5, 0
71951, 44.05, 100797.0, 28.53, 0
72485, 43.63, 100802.0, 28.61, 0
73127, 43.72, 100801.0, 28.7, 0
73893, 43.72, 100801.0, 28.8, 0
74106, 43.72, 100801.0, 28.83, 0
74529, 43.72, 100801.0, 28.89, 0
74744, 43.8, 100800.0, 28.91, 0
74976, 43.55, 100803.0, 28.94, 0
75833, 43.55, 100803.0, 29.05, 0
76274, 43.63, 100802.0, 29.11, 0
76914, 43.47, 100804.0, 29.2, 0
77240, 43.55, 100803.0, 29.24, 0
77667, 43.3, 100806.0, 29.29, 0
77890, 43.3, 100806.0, 29.32, 0
78210, 43.55, 100803.0, 29.36, 0
78743, 43.22, 100807.0, 29.43, 0
78963, 43.55, 100803.0, 29.46, 0
79180, 43.63, 100802.0, 29.49, 0
79394, 43.55, 100803.0, 29.51, 0
80177, 43.55, 100803.0, 29.61, 0
80395, 43.38, 100805.0, 29.64, 0
80926, 43.3, 100806.0, 29.71, 0
81346, 43.38, 100805.0, 29.76, 0
81663, 43.38, 100805.0, 29.8, 0
82315, 43.3, 100806.0, 29.88, 0
82532, 43.47, 100804.0, 29.91, 0
82856, 43.72, 100801.0, 29.95, 0
83072, 43.8, 100800.0, 29.97, 0
83393, 43.63, 100802.0, 30.01, 0
83612, 43.8, 100800.0, 30.03, 0
84153, 43.47, 100804.0, 30.1, 0
84373, 43.72, 100801.0, 30.12, 0
84818, 43.8, 100800.0, 30.15, 0
85684, 44.22, 100795.0, 30.28, 0
85919, 43.63, 100802.0, 30.3, 0
86138, 44.05, 100797.0, 30.33, 0
86460, 43.88, 100799.0, 30.38, 0
86676, 44.05, 100797.0, 30.4, 0
87012, 43.97, 100798.0, 30.43, 0
87331, 43.8, 100800.0, 30.47, 0
87544, 44.22, 100795.0, 30.5, 0
88408, 44.22, 100795.0, 30.59, 0
88723, 44.47, 100792.0, 30.62, 0
89160, 42.55, 100815.0, 30.67, 0
89478, 42.13, 100820.0, 30.71, 0
89692, 44.55, 100791.0, 30.73, 0
90024, 44.8, 100788.0, 30.76, 0
90665, 66.31, 100531.0, 30.84, 0
90886, 44.89, 100787.0, 30.86, 0
91110, 47.23, 100759.0, 30.88, 0
92188, 45.22, 100783.0, 30.97, 0
92503, 44.39, 100793.0, 30.94, 0
92720, 44.8, 100788.0, 30.86, 0
93046, 45.14, 100784.0, 30.76, 0
93690, 45.22, 100783.0, 30.72, 0
94012, 45.64, 100778.0, 30.72, 0
94438, 46.23, 100771.0, 30.7, 0
94998, 45.81, 100776.0, 30.67, 0
95322, 45.39, 100781.0, 30.66, 0
95535, 45.64, 100778.0, 30.66, 0
96395, 45.56, 100779.0, 30.71, 0
96712, 45.47, 100780.0, 30.73, 0
